"id";"артикул";"Наименование";"Товар";"Фабрика";"Коллекция";"Тип";"Размер";"Ширина";"Длина";"Вес";"Шт";"М2";"ЕдИзм";"Линк";"Неликвид";"Цена1";"Цена2";"Цена3";"Цена4";"Цена5";"Цена6";"Цена7";"Цена8";"Цена9";"Цена10";"Цена11";"Акция";"Распродажа";"Новинка";"Материал";"Стиль";"Поверхность";"Назначение";"Цвет"
"318001";"+15428";"декор, Coffee Decos (set 4 pcs), 4*15x15";"+15428 Декор керамич. COFFEE DECOS (SET 4 PCS), 4*15x15";"Amadis Fine Tiles";"Coffee";"декор";"4*15x15";"4";"15";"4,8";"3";"0,27";"шт";;"0";"2105,6";"1700,12";"2598,4";"1357,36";"1500,24";"1428,8";"1400,68";"1357,36";"1329,24";"1300,36";"1428,8";"1";"0";"0";"Керамическая плитка";;;;
"318006";"+15433";"плитка, Chocolate (7,5), 7,5x15";"+15433 Плитка облиц. керамич. CHOCOLATE (7,5), 7,5x15";"Amadis Fine Tiles";"Coffee";"плитка";"7,5x15";"7,5";"15";"14";"70";"0,7875";"м2";;"0";"3136";"2532,32";"4211,2";"2021,6";"2234,4";"2128";"2085,44";"2021,6";"1979,04";"1936,48";"2128";"1";"0";"0";"Керамическая плитка";;;;
"320093";"+16692";"декор, Flowers 1,2 Deco (Set1), 2x15x15";"+16692 Декор керамич. FLOWERS 1,2 DECO (SET1), 2x15x15";"Amadis Fine Tiles";"Coffee";"декор";"2x15x15";"2";"15";"4,8";"6";"0,27";"шт";;"0";"1668,8";"1347,48";"1668,8";"1076,16";"1189,4";"1132,4";"1110,36";"1076,16";"1053,36";"1030,56";"1132,4";"1";"0";"0";"Керамическая плитка";;;;
"320094";"+16693";"декор, Flowers 3,4 Deco (Set2), 2x15x15";"+16693 Декор керамич. FLOWERS 3,4 DECO (SET2), 2x15x15";"Amadis Fine Tiles";"Coffee";"декор";"2x15x15";"2";"15";"4,8";"6";"0,27";"шт";;"0";"1668,8";"1347,48";"1668,8";"1076,16";"1189,4";"1132,4";"1110,36";"1076,16";"1053,36";"1030,56";"1132,4";"1";"0";"0";"Керамическая плитка";;;;
"317996";"+15426";"панно, Teapot Pictures, 30x45";"+15426 Панно керамич. TEAPOT PICTURES, 30x45";"Amadis Fine Tiles";"Teapot";"панно";"30x45";"30";"45";"1";"1";"0,135";"шт";;"0";"2912";"2351,44";"4860,8";"1877,2";"2074,8";"1976";"1936,48";"1877,2";"1837,68";"1798,16";"1976";"1";"0";"0";"Керамическая плитка";;;;
"317997";"+15427";"декор, Mesh Border, 15x15";"+15427 Декор керамич. MESH BORDER, 15x15";"Amadis Fine Tiles";"Teapot";"декор";"15x15";"15";"15";"4,8";"12";"0,27";"шт";;"0";"414,4";"334,4";"806,4";"267,52";"295,64";"281,2";"275,88";"267,52";"262,2";"256,12";"281,2";"1";"0";"0";"Керамическая плитка";;;;
"318004";"+15431";"плитка, Blanco (15), 15x15";"+15431 Плитка облиц. керамич. BLANCO (15), 15x15";"Amadis Fine Tiles";"Teapot";"плитка";"15x15";"15";"15";"14";"35";"0,7875";"м2";;"0";"2576";"2080,12";"3539,2";"1660,6";"1835,4";"1748";"1713,04";"1660,6";"1625,64";"1590,68";"1748";"1";"0";"0";"Керамическая плитка";;;;
"318005";"+15432";"плитка, Blanco (7,5), 7,5x15";"+15432 Плитка облиц. керамич. BLANCO (7,5), 7,5x15";"Amadis Fine Tiles";"Teapot";"плитка";"7,5x15";"7,5";"15";"14";"70";"0,7875";"м2";;"0";"3382,4";"2731,44";"3998,4";"2180,44";"2409,96";"2295,2";"2249,6";"2180,44";"2134,84";"2089,24";"2295,2";"1";"0";"0";"Керамическая плитка";;;;
"318002";"+15429";"декор, Wine Label Decos (set 4 pcs), 4*15x15";"+15429 Декор керамич. WINE LABEL DECOS (SET 4 PCS), 4*15x15";"Amadis Fine Tiles";"Wine";"декор";"4*15x15";"4";"15";"4,8";"3";"0,27";"шт";;"0";"2598,4";"2098,36";"2598,4";"1675,04";"1851,36";"1763,2";"1728,24";"1675,04";"1640,08";"1605,12";"1763,2";"0";"0";"0";"Керамическая плитка";;;;
"318003";"+15430";"панно, Wine Pictures, 30x45";"+15430 Панно керамич. WINE PICTURES, 30x45";"Amadis Fine Tiles";"Wine";"панно";"30x45";"30";"45";"1";"1";"0,135";"шт";;"0";"3886,4";"3138,04";"3886,4";"2505,72";"2769,44";"2637,2";"2584,76";"2505,72";"2453,28";"2400,08";"2637,2";"0";"0";"0";"Керамическая плитка";;;;
"318007";"+15434";"плитка, Crema (15), 15x15";"+15434 Плитка облиц. керамич. CREMA (15), 15x15";"Amadis Fine Tiles";"Wine";"плитка";"15x15";"15";"15";"14";"35";"0,7875";"м2";;"0";"3236,8";"2613,64";"3236,8";"2086,96";"2306,6";"2196,4";"2153,08";"2086,96";"2042,88";"1998,8";"2196,4";"0";"0";"0";"Керамическая плитка";;;;
"318008";"+15436";"плитка, Crema (7,5), 7,5x15";"+15436 Плитка облиц. керамич. CREMA (7,5), 7,5x15";"Amadis Fine Tiles";"Wine";"плитка";"7,5x15";"7,5";"15";"14";"70";"0,7875";"м2";;"0";"3136";"2532,32";"3136";"2021,6";"2234,4";"2128";"2085,44";"2021,6";"1979,04";"1936,48";"2128";"0";"0";"0";"Керамическая плитка";;;;
"303930";"+7052";"пол, Abitare, 44,63x44,63";"+7052 Плитка нап. керамич. ABITARE, 44,63x44,63";"Aparici";"Abitare";"пол";"44,63x44,63";"44,63";"44,63";"21,85";"5";"0,996";"м2";;"1";"3360";"3192";"3360";"2660";"3192";"2660";"2660";"2660";"2660";"2660";"2660";"0";"1";"0";"Керамическая плитка";;;;
"310527";"+10713";"обл, Absolut Ivory, 31,6x75,6";"+10713 Плитка облиц. керамич. ABSOLUT IVORY, 31,6x75,6";"Aparici";"Absolut";"обл";"31,6x75,6";"31,6";"75,6";"27,947";"6";"1,43";"м2";;"0";"3136";"2532,32";"3136";"2021,6";"2234,4";"2128";"2085,44";"2021,6";"1979,04";"1936,48";"2128";"0";"0";"0";"Керамическая плитка";"Обои";"матовая";"Плитка для ванной";"бежевый"
"310528";"+10714";"обл, Absolut Gold Ornato, 31,6x75,6";"+10714 Плитка облиц. керамич. ABSOLUT GOLD ORNATO, 31,6x75,6";"Aparici";"Absolut";"обл";"31,6x75,6";"31,6";"75,6";"27,947";"6";"1,43";"м2";;"0";"2912";"2351,44";"2912";"1877,2";"2074,8";"1976";"1936,48";"1877,2";"1837,68";"1798,16";"1976";"0";"0";"0";"Керамическая плитка";"Обои";"матовая";"Плитка для ванной";"бежевый"
"310530";"+10715";"бордюр, Incanto Moldura, 3x31,6";"+10715 Бордюр керамич. INCANTO MOLDURA, 3x31,6";"Aparici";"Absolut";"бордюр";"3x31,6";"3";"31,6";"6,605";"32";"0,3034";"шт";;"1";"873,6";"705,28";"873,6";"563,16";"622,44";"592,8";"581,4";"563,16";"551,76";"539,6";"592,8";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"310531";"+10716";"бордюр, Incanto Cenefa, 10x31,6";"+10716 Бордюр керамич. INCANTO CENEFA, 10x31,6";"Aparici";"Absolut";"бордюр";"10x31,6";"10";"31,6";"13,545";"20";"0,632";"шт";;"0";"1568";"1266,16";"1568";"1010,8";"1117,2";"1064";"1042,72";"1010,8";"989,52";"968,24";"1064";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"310532";"+10717";"бордюр, Incanto Zocalo, 18x31,6";"+10717 Бордюр керамич. INCANTO ZOCALO, 18x31,6";"Aparici";"Absolut";"бордюр";"18x31,6";"18";"31,6";"7,499";"5";"0,2844";"шт";;"0";"2128";"1718,36";"2128";"1371,8";"1516,2";"1444";"1415,12";"1371,8";"1342,92";"1314,04";"1444";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"310533";"+10718";"пол, Absolut Ivory Gres, 49,1x49,1";"+10718 Плитка нап. керамич. ABSOLUT IVORY GRES, 49,1x49,1";"Aparici";"Absolut";"пол";"49,1x49,1";"49,1";"49,1";"30,635";"6";"1,44";"м2";;"1";"1920";"1824";"1920";"1520";"1824";"1520";"1520";"1520";"1520";"1520";"1520";"0";"0";"0";"Керамическая плитка";"Обои";"матовая";"Плитка для пола";"бежевый"
"310534";"+10719";"пол, Absolut Gold Gres, 49,1x49,1";"+10719 Плитка нап. керамич. ABSOLUT GOLD GRES, 49,1x49,1";"Aparici";"Absolut";"пол";"49,1x49,1";"49,1";"49,1";"30,635";"6";"1,44";"м2";;"1";"1920";"1824";"1920";"1520";"1824";"1520";"1520";"1520";"1520";"1520";"1520";"0";"0";"0";"Керамическая плитка";"Обои";"матовая";"Плитка для пола";"бежевый"
"310536";"+10720";"декор, Absolut Gres Rossone, 49,1x49,1";"+10720 Декор керамич. ABSOLUT GRES ROSSONE, 49,1x49,1";"Aparici";"Absolut";"декор";"49,1x49,1";"49,1";"49,1";"30,635";"6";"1,4465";"шт";;"1";"864";"820,8";"864";"684";"820,8";"684";"684";"684";"684";"684";"684";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"310537";"+10721";"декор, Absolut Gres Greca, 49,1x49,1";"+10721 Декор керамич. ABSOLUT GRES GRECA, 49,1x49,1";"Aparici";"Absolut";"декор";"49,1x49,1";"49,1";"49,1";"30,635";"6";"1,4465";"шт";;"1";"864";"820,8";"864";"684";"820,8";"684";"684";"684";"684";"684";"684";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"310655";"+10734";"декор, Absolut Gold Decor, 31,6x75,6";"+10734 Декор керамич. ABSOLUT GOLD DECOR, 31,6x75,6";"Aparici";"Absolut";"декор";"31,6x75,6";"31,6";"75,6";"27,998";"6";"1,4334";"шт";;"1";"1440";"1368";"1440";"1140";"1368";"1140";"1140";"1140";"1140";"1140";"1140";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"310656";"+10735";"бордюр, Incanto Oro Moldura, 3x31,6";"+10735 Бордюр керамич. INCANTO ORO MOLDURA, 3x31,6";"Aparici";"Absolut";"бордюр";"3x31,6";"3";"31,6";"6,605";"32";"0,3034";"шт";;"1";"1131,2";"913,52";"1131,2";"729,6";"806,36";"767,6";"752,4";"729,6";"714,4";"699,2";"767,6";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"310657";"+10736";"бордюр, Incanto Oro Cenefa, 10x31,6";"+10736 Бордюр керамич. INCANTO ORO CENEFA, 10x31,6";"Aparici";"Absolut";"бордюр";"10x31,6";"10";"31,6";"13,545";"20";"0,632";"шт";;"1";"1536";"1459,2";"1536";"1216";"1459,2";"1216";"1216";"1216";"1216";"1216";"1216";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"310658";"+10737";"бордюр, Incanto Oro Zocalo, 18x31,6";"+10737 Бордюр керамич. INCANTO ORO ZOCALO, 18x31,6";"Aparici";"Absolut";"бордюр";"18x31,6";"18";"31,6";"7,499";"5";"0,2844";"шт";;"1";"4424";"3572,76";"4424";"2852,28";"3152,48";"3002";"2941,96";"2852,28";"2792,24";"2732,2";"3002";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"317720";"+15256";"плитка, Agate Ivory Pul., 44,63x44,63";"+15256 Плитка облиц. керамич. AGATE IVORY PUL., 44,63x44,63";"Aparici";"Agate";"плитка";"44,63x44,63";"44,63";"44,63";"21,85";"5";"0,996";"м2";;"0";"6809,6";"5498,6";"6809,6";"4389,76";"4851,84";"4620,8";"4528,84";"4389,76";"4297,8";"4205,08";"4620,8";"0";"0";"0";"Керамогранит";"Мрамор";"глянцевая";"Плитка для пола; Плитка для гостиной";"бежевый"
"317721";"+15257";"декор, Agate Rosso Centro Pul., 44,63x44,63";"+15257 Декор керамич. AGATE ROSSO CENTRO PUL., 44,63x44,63";"Aparici";"Agate";"декор";"44,63x44,63";"44,63";"44,63";"18,19";"4";"0,7967";"шт";;"0";"1971,2";"1591,44";"1971,2";"1270,72";"1404,48";"1337,6";"1311";"1270,72";"1244,12";"1217,52";"1337,6";"0";"0";"0";"Керамогранит";;;;
"319880";"+16483";"плитка, AGATE BLUE PULIDO B, 59,55X119,30";"+16483 Плитка облиц. керамич. AGATE BLUE PULIDO B, 59,55X119,30";"Aparici";"Agate 59,55x119,3";"плитка";"59,55X119,30";"59,55";"119,3";"20,6";"1";"0,71";"м2";;"0";"12028,8";"9713,56";"12028,8";"7754,28";"8570,52";"8162,4";"7999,76";"7754,28";"7591,64";"7428,24";"8162,4";"0";"0";"0";"Керамогранит";"Мрамор";"глянцевая";"Плитка для пола; Плитка для гостиной";"зеленый"
"319881";"+16484";"плитка, AGATE IVORY PULIDO A, 59,55X119,30";"+16484 Плитка облиц. керамич. AGATE IVORY PULIDO A, 59,55X119,30";"Aparici";"Agate 59,55x119,3";"плитка";"59,55X119,30";"59,55";"119,3";"20,6";"1";"0,71";"м2";;"0";"12028,8";"9713,56";"12028,8";"7754,28";"8570,52";"8162,4";"7999,76";"7754,28";"7591,64";"7428,24";"8162,4";"0";"0";"0";"Керамогранит";"Мрамор";"глянцевая";"Плитка для пола; Плитка для гостиной";"бежевый"
"319882";"+16485";"плитка, AGATE ROSSO PULIDO A, 59,55X119,30";"+16485 Плитка облиц. керамич. AGATE ROSSO PULIDO A, 59,55X119,30";"Aparici";"Agate 59,55x119,3";"плитка";"59,55X119,30";"59,55";"119,3";"20,6";"1";"0,71";"м2";;"0";"12028,8";"9713,56";"12028,8";"7754,28";"8570,52";"8162,4";"7999,76";"7754,28";"7591,64";"7428,24";"8162,4";"0";"0";"0";"Керамогранит";"Мрамор";"глянцевая";"Плитка для пола; Плитка для гостиной";"коричневый"
"319883";"+16486";"плитка, BEYOND BEIGE PULIDO B, 59,55X119,30";"+16486 Плитка облиц. керамич. BEYOND BEIGE PULIDO B, 59,55X119,30";"Aparici";"Agate 59,55x119,3";"плитка";"59,55X119,30";"59,55";"119,3";"21,14";"1";"0,71";"м2";;"0";"12028,8";"9713,56";"12028,8";"7754,28";"8570,52";"8162,4";"7999,76";"7754,28";"7591,64";"7428,24";"8162,4";"0";"0";"0";"Керамогранит";"Мрамор";"глянцевая";"Плитка для пола; Плитка для гостиной";"бежевый"
"319884";"+16487";"плитка, BEYOND TURQUESA PULIDO A, 59,55X119,30";"+16487 Плитка облиц. керамич. BEYOND TURQUESA PULIDO A, 59,55X119,30";"Aparici";"Agate 59,55x119,3";"плитка";"59,55X119,30";"59,55";"119,3";"21,14";"1";"0,71";"м2";;"0";"12028,8";"9713,56";"12028,8";"7754,28";"8570,52";"8162,4";"7999,76";"7754,28";"7591,64";"7428,24";"8162,4";"0";"0";"0";"Керамогранит";"Мрамор";"глянцевая";"Плитка для пола; Плитка для гостиной";"голубой"
"309006";"+9707";"ступень, Alcudia Caldera Peldano Torello, 31,6x31,6";"+9707 Ступень керамич. ALCUDIA CALDERA PELDANO TORELLO, 31,6x31,6";"Aparici";"Alcudia";"ступень";"31,6x31,6";"31,6";"31,6";"12,062";"6";"0,5991";"шт";;"1";"1411,2";"1139,24";"1411,2";"909,72";"1005,48";"957,6";"938,6";"909,72";"890,72";"871,72";"957,6";"0";"0";"0";"Керамическая плитка";;;;
"309007";"+9708";"ступень, Alcudia Caldera Peldano Doble Torello, 31,6x31,6";"+9708 Ступень керамич. ALCUDIA CALDERA PELDANO DOBLE TORELLO, 31,6x31,6";"Aparici";"Alcudia";"ступень";"31,6x31,6";"31,6";"31,6";"8,1";"4";"0,3994";"шт";;"1";"2352";"1899,24";"2352";"1516,2";"1675,8";"1596";"1564,08";"1516,2";"1484,28";"1452,36";"1596";"0";"0";"0";"Керамическая плитка";;;;
"309008";"+9709";"бордюр, Alcudia Caldera Cenefa, 15,8X31,6";"+9709 Бордюр керамич. ALCUDIA CALDERA CENEFA, 15,8X31,6";"Aparici";"Alcudia";"бордюр";"15,8X31,6";"15,8";"31,6";"15,789";"16";"0,7988";"шт";;"1";"212,8";"171,76";"212,8";"137,56";"152";"144,4";"142,12";"137,56";"134,52";"131,48";"144,4";"0";"0";"0";"Керамическая плитка";;;;
"309009";"+9710";"пол, Alcudia Caldera, 31,6x31,6";"+9710 Плитка нап. керамич. ALCUDIA CALDERA, 31,6x31,6";"Aparici";"Alcudia";"пол";"31,6x31,6";"31,6";"31,6";"18,005";"9";"0,9";"м2";;"1";"2934,4";"2369,68";"2934,4";"1891,64";"2090,76";"1991,2";"1951,68";"1891,64";"1852,12";"1812,6";"1991,2";"0";"0";"0";"Керамическая плитка";;;;
"309010";"+9711";"плинтус, Alcudia Caldera Rod., 8x31,6";"+9711 Плинтус керамич. ALCUDIA CALDERA ROD., 8x31,6";"Aparici";"Alcudia";"плинтус";"8x31,6";"8";"31,6";"18,316";"40";"1,0112";"шт";;"1";"134,4";"108,68";"134,4";"86,64";"95,76";"91,2";"89,68";"86,64";"85,12";"83,6";"91,2";"0";"0";"0";"Керамическая плитка";;;;
"309011";"+9712";"плинтус, Alcudia Caldera Zanq I Derecha, 8x31,6";"+9712 Плинтус керамич. ALCUDIA CALDERA ZANQ I DERECHA, 8x31,6";"Aparici";"Alcudia";"плинтус";"8x31,6";"8";"31,6";"18,316";"40";"1,0112";"шт";;"1";"537,6";"433,96";"537,6";"346,56";"383,04";"364,8";"357,96";"346,56";"339,72";"332,12";"364,8";"0";"0";"0";"Керамическая плитка";;;;
"326178";"+21425";"плитка, Alessia, 25,1x75,6";"+21425 Плитка облиц. керамич. ALESSIA, 25,1x75,6";"Aparici";"Alessia";"плитка";"25,1x75,6";"25,1";"75,6";"25,11";"7";"1,33";"м2";;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Керамическая плитка";;;;
"326179";"+21426";"плитка, Alessia Ornato, 25,1x75,6";"+21426 Плитка облиц. керамич. ALESSIA ORNATO, 25,1x75,6";"Aparici";"Alessia";"плитка";"25,1x75,6";"25,1";"75,6";"25,11";"7";"1,33";"м2";;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Керамическая плитка";;;;
"326180";"+21427";"декор, Alessia Decor, 25,1x75,6";"+21427 Декор керамич. ALESSIA DECOR, 25,1x75,6";"Aparici";"Alessia";"декор";"25,1x75,6";"25,1";"75,6";"28,7";"8";"1,518";"шт";;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Керамическая плитка";;;;
"311792";"+11213";"плитка, Alexander Maple Gres, 49,1x49,1";"+11213 Плитка облиц. керамич. ALEXANDER MAPLE GRES, 49,1x49,1";"Aparici";"Alexander";"плитка";"49,1x49,1";"49,1";"49,1";"29,458";"6";"1,44";"м2";;"1";"1824";"1732,8";"1824";"1444";"1732,8";"1444";"1444";"1444";"1444";"1444";"1444";"0";"1";"0";"Керамическая плитка";"Дерево";"глянцевая";"Плитка для пола";"бежевый"
"311797";"+11218";"плинтус, Alexander Maple Rod., 8x49,1";"+11218 Плинтус керамич. ALEXANDER MAPLE ROD., 8x49,1";"Aparici";"Alexander";"плинтус";"8x49,1";"8";"49,1";"16,182";"20";"0,7856";"шт";;"1";"182,4";"173,28";"182,4";"144,4";"173,28";"144,4";"144,4";"144,4";"144,4";"144,4";"144,4";"0";"1";"0";"Керамическая плитка";;;"Плитка для ванной";"бежевый"
"300941";"+5223";"бордюр, Chatel Oro Lista, 1,5x59,2";"+5223 Бордюр керамич. CHATEL ORO LISTA, 1,5x59,2";"Aparici";"Angel";"бордюр";"1,5x59,2";"1,5";"59,2";"2,39";"10";"0,0888";"шт";;"0";"1064";"859,56";"1232";"686,28";"758,48";"722";"707,56";"686,28";"671,84";"657,4";"722";"0";"0";"0";"Стекло";;;;
"304217";"+7167";"обл, Angel Blanco, 31,6x59,2";"+7167 Плитка облиц. керамич. ANGEL BLANCO, 31,6x59,2";"Aparici";"Angel";"обл";"31,6x59,2";"31,6";"59,2";"17,75";"5";"0,94";"м2";;"0";"3180,8";"2568,8";"3180,8";"2050,48";"2266,32";"2158,4";"2115,84";"2050,48";"2007,92";"1964,6";"2158,4";"0";"0";"0";"Керамическая плитка";"Барокко";"матовая";"Плитка для ванной";"белый"
"304218";"+7168";"обл, Angel Blanco Ornato, 31,6x59,2";"+7168 Плитка облиц. керамич. ANGEL BLANCO ORNATO, 31,6x59,2";"Aparici";"Angel";"обл";"31,6x59,2";"31,6";"59,2";"17,75";"5";"0,94";"м2";;"0";"3180,8";"2568,8";"3180,8";"2050,48";"2266,32";"2158,4";"2115,84";"2050,48";"2007,92";"1964,6";"2158,4";"0";"0";"0";"Керамическая плитка";"Модерн";"глянцевая";"Плитка для ванной";"Белый"
"304219";"+7169";"обл, Angel Blanco Trace, 31,6x59,2";"+7169 Плитка облиц. керамич. ANGEL BLANCO TRACE, 31,6x59,2";"Aparici";"Angel";"обл";"31,6x59,2";"31,6";"59,2";"17,75";"5";"0,94";"м2";;"0";"3180,8";"2568,8";"3180,8";"2050,48";"2266,32";"2158,4";"2115,84";"2050,48";"2007,92";"1964,6";"2158,4";"0";"0";"0";"Керамическая плитка";"Модерн";"глянцевая";"Плитка для ванной";"Белый"
"304220";"+7170";"бордюр, Angel Oro Cenefa, 4,3x59,2";"+7170 Бордюр керамич. ANGEL ORO CENEFA, 4,3x59,2";"Aparici";"Angel";"бордюр";"4,3x59,2";"4,3";"59,2";"8,492";"18";"0,4582";"шт";;"0";"851,2";"687,04";"851,2";"548,72";"606,48";"577,6";"566,2";"548,72";"537,32";"525,92";"577,6";"0";"0";"0";"Керамическая плитка";;;"Плитка для ванной";
"300064";"+4365";"бордюр, Bellini Crema Cenefa, 7x31,6";"+4365 Бордюр керамич. BELLINI CREMA CENEFA, 7x31,6";"Aparici";"Bellini";"бордюр";"7x31,6";"7";"31,6";"8,189";"24";"0,5309";"шт";;"1";"672";"638,4";"1086,4";"532";"638,4";"532";"532";"532";"532";"532";"532";"0";"1";"0";"Керамическая плитка";;;;
"300071";"+4367";"бордюр, Bellini Crema Lista, 1,5x31,6";"+4367 Бордюр керамич. BELLINI CREMA LISTA, 1,5x31,6";"Aparici";"Bellini";"бордюр";"1,5x31,6";"1,5";"31,6";"7,541";"72";"0,3413";"шт";;"1";"211,2";"200,64";"358,4";"167,2";"200,64";"167,2";"167,2";"167,2";"167,2";"167,2";"167,2";"0";"1";"0";"Керамическая плитка";;;;
"300208";"+4370";"декор, Bellini Crema B-Insert, 31,6x59,2";"+4370 Декор керамич. BELLINI CREMA B-INSERT, 31,6x59,2";"Aparici";"Bellini";"декор";"31,6x59,2";"31,6";"59,2";"17,75";"6";"1,1224";"шт";;"1";"1536";"1459,2";"2452,8";"1216";"1459,2";"1216";"1216";"1216";"1216";"1216";"1216";"0";"1";"0";"Керамическая плитка";;;;
"318176";"+15557";"плитка, Beyond Ivory, 29,75x89,46";"+15557 Плитка облиц. керамич. BEYOND IVORY, 29,75x89,46";"Aparici";"Beyond";"плитка";"29,75x89,46";"29,75";"89,46";"22,18";"6";"1,597";"м2";;"0";"4737,6";"3825,84";"5420,8";"3054,44";"3375,92";"3214,8";"3150,96";"3054,44";"2989,84";"2926";"3214,8";"1";"0";"0";"Керамическая плитка";"Мрамор";"глянцевая";"Плитка для ванной";"бежевый"
"318177";"+15558";"бордюр, Milo Ivory Moldura, 3,5x29,75";"+15558 Бордюр керамич. MILO IVORY MOLDURA, 3,5x29,75";"Aparici";"Beyond";"бордюр";"3,5x29,75";"3,5";"29,75";"2,5";"6";"0,0625";"шт";;"0";"750,4";"605,72";"862,4";"484,12";"535,04";"509,2";"499,32";"484,12";"474,24";"463,6";"509,2";"1";"0";"0";"Керамическая плитка";"Мрамор";;;
"318178";"+15559";"бордюр, Milo Ivory Cenefa, 8,8x29,75";"+15559 Бордюр керамич. MILO IVORY CENEFA, 8,8x29,75";"Aparici";"Beyond";"бордюр";"8,8x29,75";"8,8";"29,75";"11,53";"18";"0,4712";"шт";;"0";"1691,2";"1365,72";"1937,6";"1090,6";"1205,36";"1147,6";"1124,8";"1090,6";"1067,8";"1045";"1147,6";"1";"0";"0";"Керамическая плитка";"Мрамор";;;
"318179";"+15560";"бордюр, Milo Ivory Zocalo, 12,5x29,75";"+15560 Бордюр керамич. MILO IVORY ZOCALO, 12,5x29,75";"Aparici";"Beyond";"бордюр";"12,5x29,75";"12,5";"29,75";"8,4";"8";"0,2975";"шт";;"0";"2128";"1718,36";"2430,4";"1371,8";"1516,2";"1444";"1415,12";"1371,8";"1342,92";"1314,04";"1444";"1";"0";"0";"Керамическая плитка";"Мрамор";;;
"318180";"+15561";"пол, Beyond Ivory Pul., 44,63x44,63";"+15561 Плитка нап. керамич. BEYOND IVORY PUL., 44,63x44,63";"Aparici";"Beyond";"пол";"44,63x44,63";"44,63";"44,63";"21,85";"5";"0,996";"м2";;"0";"6619,2";"5345,08";"7571,2";"4267,4";"4716,56";"4491,6";"4401,92";"4267,4";"4177,72";"4088,04";"4491,6";"1";"0";"0";"Керамическая плитка";"Мрамор";"глянцевая";"Плитка для пола";"бежевый"
"320122";"+16717";"плитка, Beyond Ivory Middle, 29,75x89,46";"+16717 Плитка облиц. керамич. BEYOND IVORY MIDDLE, 29,75x89,46";"Aparici";"Beyond";"плитка";"29,75x89,46";"29,75";"89,46";"21,583";"6";"1,597";"м2";;"0";"5040";"4069,8";"6003,2";"3249";"3591";"3420";"3351,6";"3249";"3180,6";"3112,2";"3420";"1";"0";"0";"Керамическая плитка";"Мрамор";"глянцевая";"Плитка для ванной";"бежевый"
"324653";"+20169";"плитка, IMARBLE BRECCIA CREST         , 89,46X29,75";"+20169 Плитка облиц. керамич. IMARBLE BRECCIA CREST         , 89,46X29,75";"Aparici";"Beyond";"плитка";"89,46X29,75";"89,46";"29,75";"23,131";"6";"1,597";"м2";;"0";"5846,4";"4721,12";"5846,4";"3768,84";"4165,56";"3967,2";"3888,16";"3768,84";"3689,8";"3610,76";"3967,2";"0";"0";"0";"Керамическая плитка";;;;
"326172";"+21419";"плитка, Carpet Sand, 25,1x75,6";"+21419 Плитка облиц. керамич. CARPET SAND, 25,1x75,6";"Aparici";"Carpet";"плитка";"25,1x75,6";"25,1";"75,6";"25,11";"7";"1,33";"м2";;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Керамическая плитка";;;;
"326173";"+21420";"плитка, Carpet Vestige, 25,1x75,6";"+21420 Плитка облиц. керамич. CARPET VESTIGE, 25,1x75,6";"Aparici";"Carpet";"плитка";"25,1x75,6";"25,1";"75,6";"25,11";"7";"1,33";"м2";;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Керамическая плитка";;;;
"326174";"+21421";"плитка, Carpet Vestige Hill, 25,1x75,6";"+21421 Плитка облиц. керамич. CARPET VESTIGE HILL, 25,1x75,6";"Aparici";"Carpet";"плитка";"25,1x75,6";"25,1";"75,6";"25,11";"7";"1,33";"м2";;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Керамическая плитка";;;;
"326175";"+21422";"плитка, Town Ivory, 25,1x75,6";"+21422 Плитка облиц. керамич. TOWN IVORY, 25,1x75,6";"Aparici";"Carpet";"плитка";"25,1x75,6";"25,1";"75,6";"25,11";"7";"1,33";"м2";;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Керамическая плитка";;;;
